company,species,REF,review_year,cocoa_percent,company_location,rating,bean_type,bean_origin,is_blend,is_domestic
Holy Cacao,Hispaniola,431,2009,0.7,Israel,2.75,Others,Dominican Republic,0,0
Holy Cacao,San Martin,431,2009,0.7,Israel,3.5,Others,Peru,0,0
Holy Cacao,Hispaniola w/ nibs,431,2009,0.75,Israel,3.75,Others,Dominican Republic,0,0
Honest,"Ecuador, w/ nibs",1327,2014,0.72,South Africa,2.5,Others,Ecuador,1,0
Hotel Chocolat,"Pepiniere, single Cote",1654,2015,0.7,England,2.75,Others,St Lucia,1,0
Hotel Chocolat,"Marcial, single Cote, 2012",1030,2013,0.7,England,4.0,Trinitario,St Lucia,1,0
Hotel Chocolat,"Island Growers, 2012, 120hr c.",1113,2013,1.0,England,1.75,Trinitario,St Lucia,1,0
Hotel Chocolat (Coppeneur),Trinidad,1038,2013,0.75,England,3.0,Trinitario,Trinidad,0,0
Hotel Chocolat (Coppeneur),Mekong Delta & Dong Nai,1038,2013,0.8,England,3.5,Trinitario,Vietnam,0,0
Hotel Chocolat (Coppeneur),"Los Rios, H. Iara",1065,2013,0.9,England,3.0,Forastero (Nacional),Ecuador,1,0
Hotel Chocolat (Coppeneur),"Somia Plantation, Akesson, 2012",1065,2013,0.72,England,3.0,Trinitario,Madagascar,1,0
Hotel Chocolat (Coppeneur),"Los Rios, H. Iara, 2012",1065,2013,0.82,England,3.5,Forastero (Nacional),Ecuador,1,0
Hotel Chocolat (Coppeneur),"Chanchamayo, Pichanadi, 2012, 60hr c.",1109,2013,1.0,England,2.75,Others,Peru,1,0
Hotel Chocolat (Coppeneur),"Los Rios, H. Iara, 2012, 120hr c.",1113,2013,1.0,England,2.5,Forastero (Nacional),Ecuador,1,0
Hotel Chocolat (Coppeneur),"Conacado, 2012, 120hr c.",1113,2013,1.0,England,2.75,Others,Dominican Republic,1,0
Hotel Chocolat (Coppeneur),Sambirano,809,2012,0.66,England,3.5,"Trinitario, Criollo",Madagascar,0,0
Hotel Chocolat (Coppeneur),"Los Rios, H. Iara, 96hr c.",623,2011,0.8,England,3.0,Forastero (Nacional),Ecuador,1,0
Hotel Chocolat (Coppeneur),"Island Growers, 120hr c.",623,2011,0.65,England,3.0,Trinitario,St Lucia,1,0
Hotel Chocolat (Coppeneur),"Island Growers, 96hr c.",623,2011,0.65,England,3.25,Trinitario,St Lucia,1,0
Hotel Chocolat (Coppeneur),Ecuador,552,2010,0.7,England,2.75,Others,Ecuador,0,0
Hotel Chocolat (Coppeneur),Santo Domingo,552,2010,0.7,England,3.0,Others,Dominican Republic,0,0
Hotel Chocolat (Coppeneur),Chuao,600,2010,0.7,England,2.75,Trinitario,Venezuela,0,0
Hotel Chocolat (Coppeneur),St. Lucia,245,2008,0.72,England,3.0,Others,St Lucia,0,0
Hotel Chocolat (Coppeneur),Uganda,296,2008,0.8,England,2.5,Forastero,Uganda,0,0
Hotel Chocolat (Coppeneur),Tanzania,296,2008,0.75,England,2.75,Others,Tanzania,0,0
Hotel Chocolat (Coppeneur),Uba Budo,300,2008,0.72,England,3.0,Forastero,Sao Tome,0,0
Hummingbird,Lam Dong,1542,2015,0.7,Canada,3.5,Trinitario,Vietnam,0,0
Hummingbird,Bolivia,1307,2014,0.7,Canada,3.0,"Criollo, Trinitario",Bolivia,0,0
Hummingbird,"Bolivia, Bo-nib-ia, w/ nibs",1311,2014,0.7,Canada,3.0,"Criollo, Trinitario",Bolivia,1,0
Hummingbird,Momotombo,1311,2014,0.7,Canada,3.0,Trinitario,Nicaragua,0,0
Hummingbird,Hispaniola,1311,2014,0.7,Canada,3.75,Trinitario,Dominican Republic,0,0
Hummingbird,Zorzal Reserva w/ Charles Kerchner,1387,2014,0.7,Canada,3.5,Others,Dominican Republic,0,0
Hummingbird,"Ocumare, Cumboto",1097,2013,0.7,Canada,3.25,"Trinitario, Criollo",Venezuela,1,0
Hummingbird,Amazonas,1097,2013,0.7,Canada,3.75,Forastero,Venezuela,0,0
Idilio (Felchlin),"Chuao, Venezuela",1085,2013,0.72,Switzerland,3.75,Trinitario,Venezuela,1,0
Idilio (Felchlin),Coopertiva Amazona,725,2011,0.72,Switzerland,3.75,Criollo,Venezuela,0,0
Idilio (Felchlin),"Sur del Lago, Amiari Meridena, Zulia, 48hr c.",725,2011,0.72,Switzerland,3.75,Others,Venezuela,1,0
Idilio (Felchlin),"Choroni, Finca Torres, 48hr c.",729,2011,0.72,Switzerland,3.25,Criollo,Venezuela,1,0
Idilio (Felchlin),"Ocumare, H. Cata, 48hr c.",733,2011,0.72,Switzerland,3.75,Criollo,Venezuela,1,0
Idilio (Felchlin),"Porcelana, Zulia",733,2011,0.74,Switzerland,4.0,Criollo,Venezuela,1,0
Idilio (Felchlin),"Ocumare, H. Cata, w/ nibs",737,2011,0.72,Switzerland,3.5,Criollo,Venezuela,1,0
Idilio (Felchlin),"Carenero Superior, Urrutia, Barlovento",737,2011,0.7,Switzerland,4.0,Trinitario,Venezuela,1,0
Idilio (Felchlin),Coopertiva Amazona w/ nibs,737,2011,0.72,Switzerland,4.0,Criollo,Venezuela,0,0
Idilio (Felchlin),"Sur del Lago, Amiari Meridena, Zulia, w/ nibs",737,2011,0.72,Switzerland,4.0,Others,Venezuela,1,0
Indah,India (south),1788,2016,0.61,India,2.5,Others,India,0,1
Indaphoria,La Red,821,2012,0.7,U.S.A.,3.25,Others,Dominican Republic,0,0
Indaphoria,"Conacado, Manifesto",907,2012,0.7,U.S.A.,2.75,Others,Dominican Republic,1,0
Indi,Honduras,1255,2014,0.77,U.S.A.,3.0,Others,Honduras,0,0
iQ Chocolate,"Satipo region, white label",943,2012,0.72,Scotland,2.75,Criollo,Peru,1,0
iQ Chocolate,black label,943,2012,0.72,Scotland,3.0,Others,Peru,0,0
Isidro,Madagascar,1275,2014,0.72,U.S.A.,3.5,Trinitario,Madagascar,0,0
Isidro,Peru,1279,2014,0.72,U.S.A.,2.25,Others,Peru,0,0
Isidro,Belize,1279,2014,0.72,U.S.A.,3.25,Trinitario,Belize,0,0
Isidro,Dominican Republic,1279,2014,0.72,U.S.A.,3.25,Others,Dominican Republic,0,0
Izard,"Maya Mountain, Toledo, Batch 29",1542,2015,0.7,U.S.A.,3.5,Trinitario,Belize,1,0
Izard,"Elvesia P., Batch 32",1546,2015,0.7,U.S.A.,2.75,Others,Dominican Republic,1,0
Jacque Torres,Trinatario Treasure,5,2006,0.71,U.S.A.,2.0,Trinitario,Ghana,0,0
Jordis,Madagascar,1534,2015,0.63,Czech Republic,2.75,Trinitario,Madagascar,0,0
Just Good Chocolate,Belize,1375,2014,0.7,U.S.A.,3.5,Trinitario,Belize,0,0
Just Good Chocolate,Madagascar,1375,2014,0.7,U.S.A.,3.5,Trinitario,Madagascar,0,0
Just Good Chocolate,Peru,1375,2014,0.7,U.S.A.,4.0,Others,Peru,0,0
Kah Kow,"Rizek Cacao, Cibao Valley, Domin. Rep.",1061,2013,0.7,Dominican Republic,3.5,Others,Dominican Republic,1,1
Kah Kow,"Rizek Cacao, Domin. Rep.",1069,2013,0.82,Dominican Republic,3.0,Others,Dominican Republic,1,1
Kah Kow,"Rizek Cacao, Domin. Rep.",1069,2013,0.55,Dominican Republic,3.25,Others,Dominican Republic,1,1
Kah Kow,"Rizek Cacao, Domin. Rep.",1073,2013,0.62,Dominican Republic,3.25,Others,Dominican Republic,1,1
Kakao,Peru,837,2012,0.64,Germany,2.5,Others,Peru,0,0
Kakao,Vanuatu,387,2009,0.65,Germany,3.75,Trinitario,Vanuatu,0,0
Kallari (Ecuatoriana),Sisa 36hr/ W. F. blend prototype,241,2008,0.7,Ecuador,3.0,Others,Ecuador,1,1
Kallari (Ecuatoriana),Sisa's Secret/ original micro,241,2008,0.7,Ecuador,3.5,Others,Ecuador,0,1
Kallari (Ecuatoriana),Roberto,245,2008,0.75,Ecuador,2.75,Others,Ecuador,0,1
Kallari (Ecuatoriana),Diego/ original micro,248,2008,0.85,Ecuador,2.5,Others,Ecuador,0,1
Kallari (Ecuatoriana),Diego 48hr/ W.F. blend prototype,248,2008,0.85,Ecuador,2.75,Others,Ecuador,1,1
Kallari (Ecuatoriana),Diego 60hr/ W.F. blend prototype,248,2008,0.85,Ecuador,3.0,Others,Ecuador,1,1
Kallari (Ecuatoriana),Cacao Nacional W.F.,263,2008,0.75,Ecuador,2.5,Others,Ecuador,0,1
Kallari (Ecuatoriana),Cacao Nacional W.F.,269,2008,0.85,Ecuador,3.0,Others,Ecuador,0,1
Kaoka (Cemoi),Noir,404,2009,0.7,France,2.75,Others,Others,0,0
Kaoka (Cemoi),Ecuador,423,2009,0.8,France,2.75,Others,Ecuador,0,0
Kerchner,"La Red, Project Reserva, Guaconejo",1133,2013,0.7,U.S.A.,3.75,Others,Dominican Republic,1,0
Ki' Xocolatl,Dark,431,2009,0.72,Mexico,2.0,Others,Mexico,0,1
Kiskadee,"La Red, Guanconjeco",1251,2014,0.6,U.S.A.,3.0,Trinitario,Dominican Republic,1,0
Kto,San Martin,1422,2014,0.72,U.S.A.,2.5,Others,Peru,0,0
Kto,Ocumare,1422,2014,0.72,U.S.A.,2.75,Others,Venezuela,0,0
Kto,Belize,1422,2014,0.72,U.S.A.,3.0,Trinitario,Belize,0,0
Kto,Sambirano Valley,1422,2014,0.72,U.S.A.,3.25,Trinitario,Madagascar,0,0
Kto,Belize,1426,2014,0.9,U.S.A.,3.25,Trinitario,Belize,0,0
Kto,Elvesia,1426,2014,0.72,U.S.A.,3.25,Others,Dominican Republic,0,0
Kto,ROIG,1426,2014,0.72,U.S.A.,3.25,Others,Dominican Republic,0,0
K'ul,"Kafupbo, Petit Bourg, De Borgnes",1840,2016,0.7,U.S.A.,3.25,Others,Haiti,1,0
K'ul,"Maranon, Fortunato No. 4",1852,2016,0.7,U.S.A.,2.75,Forastero (Nacional),Peru,1,0
K'ul,"Los Rios, Hacienda Limon, Heirloom",1852,2016,0.7,U.S.A.,3.75,Others,Ecuador,1,0
K'ul,"Bahia, Fazenda Camboa",1852,2016,0.7,U.S.A.,3.75,Forastero,Brazil,1,0
Kyya,Uganda,1359,2014,0.725,U.S.A.,2.5,Forastero,Uganda,0,0
Kyya,Hispaniola,1359,2014,0.725,U.S.A.,3.0,Others,Dominican Republic,0,0
Kyya,Ecuador,1363,2014,0.725,U.S.A.,2.5,Others,Ecuador,0,0
Kyya,Madagascar,1363,2014,0.725,U.S.A.,3.0,Trinitario,Madagascar,0,0
L.A. Burdick (Felchlin),Peru,891,2012,0.74,U.S.A.,3.25,Others,Peru,0,0
L.A. Burdick (Felchlin),Brazil,891,2012,0.7,U.S.A.,4.0,Others,Brazil,0,0
L.A. Burdick (Felchlin),Chuao,927,2012,0.68,U.S.A.,3.75,Trinitario,Venezuela,0,0
L.A. Burdick (Felchlin),Quito,682,2011,0.74,U.S.A.,3.75,Others,Ecuador,0,0
L.A. Burdick (Felchlin),Grenada,576,2010,0.75,U.S.A.,3.25,Trinitario,Grenada,0,0
L.A. Burdick (Felchlin),Dominican Republic,576,2010,0.74,U.S.A.,3.75,Others,Dominican Republic,0,0
L.A. Burdick (Felchlin),Venzuela,597,2010,0.71,U.S.A.,3.0,Others,Venezuela,0,0
L.A. Burdick (Felchlin),Madagascar,431,2009,0.64,U.S.A.,3.5,Trinitario,Madagascar,0,0
L.A. Burdick (Felchlin),Bolivian,451,2009,0.68,U.S.A.,3.0,Others,Bolivia,0,0
La Chocolaterie Nanairo,"Lumas, 2015 Harvest, Batch 6, brown sugar",1892,2016,0.7,Japan,2.25,"Trinitario, Criollo",Peru,1,0
La Chocolaterie Nanairo,"Lumas, 2015 Harvest, Batch 7",1892,2016,0.7,Japan,2.5,"Trinitario, Criollo",Peru,1,0
La Chocolaterie Nanairo,"Tumbes, 2013 Harvest, Batch 8",1892,2016,0.7,Japan,3.0,Criollo,Peru,1,0
La Chocolaterie Nanairo,"Belize, 2014 Harvest, Batch 9",1892,2016,0.7,Japan,3.0,"Trinitario, Criollo",Belize,1,0
La Maison du Chocolat (Valrhona),"Cuana, 2013",1121,2013,0.74,France,2.75,Others,"Africa,Carribean,Central America",1,0
La Maison du Chocolat (Valrhona),Tobago,1145,2013,0.6,France,3.25,Others,Tobago,0,0
La Maison du Chocolat (Valrhona),"Acarigua, w/ nibs",1189,2013,0.56,France,3.25,Others,Ecuador,1,0
La Maison du Chocolat (Valrhona),Loma Sotavento,891,2012,0.66,France,3.5,Others,Dominican Republic,0,0
La Maison du Chocolat (Valrhona),Grenada,741,2011,0.68,France,3.5,Trinitario,Grenada,0,0
La Maison du Chocolat (Valrhona),Akosombo,346,2009,0.68,France,3.25,Forastero,Ghana,0,0
La Maison du Chocolat (Valrhona),"Porcelana, Pariguan",346,2009,0.69,France,3.5,Criollo (Porcelana),Venezuela,1,0
La Maison du Chocolat (Valrhona),Kuruba,439,2009,0.6,France,3.0,Others,Others,0,0
La Maison du Chocolat (Valrhona),Orinoco,445,2009,0.6,France,3.75,Others,Others,0,0
La Maison du Chocolat (Valrhona),"Cuana, 2008",230,2008,0.74,France,3.5,Blend,"Venezuela,Indonesia,Ecuador",1,0
La Oroquidea,Peruvian Amazon,721,2011,0.72,Peru,2.5,Others,Peru,0,1
La Pepa de Oro,Vinces,713,2011,0.6,Ecuador,3.25,Others,Ecuador,0,1
Laia aka Chat-Noir,"Madagascar, Batch 59/100",1590,2015,0.75,France,2.75,Trinitario,Madagascar,1,0
Laia aka Chat-Noir,"Vietnam, Batch 50/100",1590,2015,0.75,France,2.75,Trinitario,Vietnam,1,0
Laia aka Chat-Noir,"Cuba, Batch 59/100",1590,2015,0.75,France,3.0,Others,Cuba,1,0
Laia aka Chat-Noir,"Peru, Batch 51/100",1590,2015,0.75,France,3.25,Others,Peru,1,0
Laia aka Chat-Noir,"Ivory Coast, Batch 56/100",1594,2015,0.75,France,3.0,Others,Ivory Coast,1,0
Laia aka Chat-Noir,"Sao Tome, Batch 151",1638,2015,0.75,France,3.5,Forastero,Sao Tome,1,0
Laia aka Chat-Noir,"Bahia, Batch 148",1642,2015,0.75,France,3.25,Others,Brazil,1,0
Laia aka Chat-Noir,"Lam Dong, Batch 153",1642,2015,0.75,France,3.75,Trinitario,Vietnam,1,0
Laia aka Chat-Noir,Cuba,1434,2014,0.7,France,2.75,Others,Cuba,0,0
Laia aka Chat-Noir,Trinidad-Tobago,1438,2014,0.68,France,2.75,Others,"Trinidad,Tobago",1,0
Lajedo do Ouro,Catongo,927,2012,0.7,Brazil,3.5,Forastero (Catongo),Brazil,0,1
Lake Champlain (Callebaut),Tanzania,327,2009,0.75,U.S.A.,2.5,Others,Tanzania,0,0
L'Amourette,Rugoso,1784,2016,0.8,U.S.A.,3.5,Trinitario,Nicaragua,0,0
L'Amourette,Carenero Superior,833,2012,0.75,U.S.A.,3.0,Trinitario,Venezuela,0,0
L'Amourette,Rio Caribe,833,2012,0.75,U.S.A.,3.0,Trinitario,Venezuela,0,0
L'Amourette,Blend,853,2012,0.72,U.S.A.,3.0,Criollo,"Peru,Ecuador,Venezuela",1,0
Letterpress,"La Masica, Batch 7, FHIA",1952,2017,0.7,U.S.A.,3.5,Others,Honduras,1,0
Letterpress,"Maya Mtn, Batch 18, Heirloom",1952,2017,0.7,U.S.A.,3.25,Others,Belize,1,0
Letterpress,Liberia,1728,2016,0.7,U.S.A.,3.25,Others,Liberia,0,0
Letterpress,Beniamo,1562,2015,0.7,U.S.A.,3.25,Others,Bolivia,0,0
Letterpress,"San Juan Estate, Gran Couva",1562,2015,0.7,U.S.A.,3.5,Trinitario,Trinidad,1,0
Letterpress,San Andres,1566,2015,0.7,U.S.A.,3.0,Others,Costa Rica,0,0
Letterpress,"La Red, Guaconejo",1566,2015,0.7,U.S.A.,3.25,Others,Dominican Republic,1,0
Letterpress,Kokoa Kamili,1566,2015,0.7,U.S.A.,3.5,Others,Tanzania,0,0
Letterpress,Maranura,1371,2014,0.7,U.S.A.,3.5,Forastero (Nacional),Peru,0,0
Levy,Sambirano,1231,2014,0.71,Finland,3.5,Criollo,Madagascar,0,0
Lilla,Madagascar,1856,2016,0.7,Finland,3.0,Trinitario,Madagascar,0,0
Lillie Belle,Perfect Illusion,855,2012,0.65,U.S.A.,3.5,Criollo,Peru,0,0
Lillie Belle,"Bolivia, Wild Thing",903,2012,0.68,U.S.A.,3.5,Criollo,Bolivia,1,0
Lillie Belle,La Selva,903,2012,0.68,U.S.A.,3.75,Others,Peru,0,0
Lillie Belle,Purple Haze,947,2012,0.75,U.S.A.,2.75,Others,"Venezuela,Dominican Republic",1,0
Lillie Belle,"The Other One, Grand Cru",947,2012,0.74,U.S.A.,3.0,Others,Dominican Republic,1,0
Lillie Belle,Wild Thing,947,2012,0.68,U.S.A.,3.5,Criollo,Bolivia,0,0
Lindt & Sprungli,Excellence (US Version),157,2007,0.85,Switzerland,3.0,Others,Others,0,0
Loiza,Puerto Rico,1049,2013,0.65,Puerto Rico,2.5,Others,Puerto Rico,0,1
Lonohana,"Haleiwa, O'ahu; Lonohana E., Kanahiku",1383,2014,0.7,U.S.A.,3.75,Others,Hawaii,1,0
Lonohana,"Haleiwa E, O'ahu, 2014",1395,2014,0.65,U.S.A.,3.25,Others,Hawaii,1,0
Lonohana,"Haleiwa E, O'ahu, 2014",1395,2014,0.75,U.S.A.,3.75,Others,Hawaii,1,0
Lonohana,"Opaeula Estate, O'ahu, Nene, CG Exclusive",1093,2013,0.71,U.S.A.,3.0,Others,Hawaii,1,0
Lonohana,"Opaeula Estate, O'ahu, Ele'ele",1097,2013,0.72,U.S.A.,3.0,Others,Hawaii,1,0
Lonohana,"Hawaiian Crown, Kona Vanilla",1097,2013,0.7,U.S.A.,3.5,Others,Hawaii,1,0
Love Bar,Nicaragua,1502,2015,0.75,U.S.A.,2.0,Others,Nicaragua,0,0
Luker,Selva,552,2010,0.46,Colombia,2.75,Others,"Colombia,Ecuador",1,0
Luker,Macondo,552,2010,0.6,Colombia,3.0,Others,"Colombia,Ecuador",1,0
Luker,Misterio,552,2010,0.58,Colombia,3.0,Others,"Colombia,Ecuador",1,0
Luker,Santander,552,2010,0.65,Colombia,3.5,Others,Colombia,0,1
Machu Picchu Trading Co.,Peru,721,2011,0.7,Peru,1.5,Others,Peru,0,1
Machu Picchu Trading Co.,Peru,552,2010,0.55,Peru,2.25,Others,Peru,0,1
Madecasse (Cinagra),Madagascar,284,2008,0.67,Madagascar,3.5,Trinitario,Madagascar,0,1
Madecasse (Cinagra),Madagascar,284,2008,0.7,Madagascar,3.75,Trinitario,Madagascar,0,1
Madecasse (Cinagra),Madagascar,284,2008,0.63,Madagascar,4.0,Trinitario,Madagascar,0,1
Madecasse (Cinagra),Madagascar,288,2008,0.75,Madagascar,3.5,Trinitario,Madagascar,0,1
Madre,Guadalcanal,1940,2017,0.73,U.S.A.,3.5,Others,Solomon Islands,0,0
Madre,Puerto Rico,1085,2013,0.7,U.S.A.,2.75,Others,Puerto Rico,0,0
Madre,Brazil,1085,2013,0.7,U.S.A.,3.5,Others,Brazil,0,0
Madre,"Choobua, Kona",1089,2013,0.7,U.S.A.,2.75,Others,Hawaii,1,0
Madre,"Xocunusco, Chiapas, Pichucalco",1089,2013,0.7,U.S.A.,2.75,Others,Mexico,1,0
Madre,"Hamakua Coast, Kokoleka",991,2012,0.7,U.S.A.,3.25,Others,Hawaii,1,0
Madre,"Criollo, Hawaii",995,2012,0.7,U.S.A.,3.25,Criollo,Hawaii,1,0
Madre,Kaua'i,995,2012,0.7,U.S.A.,3.5,Others,Hawaii,0,0
Madre,Dominican,672,2011,0.7,U.S.A.,2.5,Others,Dominican Republic,0,0
Madre,Upala,693,2011,0.7,U.S.A.,2.75,Others,Costa Rica,0,0
Madre,"Chiapas, Triple Cacao",607,2010,0.72,U.S.A.,2.75,Others,Mexico,1,0
Maglio,Africa,300,2008,0.75,Italy,2.0,Others,Tanzania,0,0
Maglio,Ecuador,308,2008,0.7,Italy,3.0,Forastero (Nacional),Ecuador,0,0
Maglio,Cuba,308,2008,0.7,Italy,3.25,Criollo,Cuba,0,0
Maglio,Santo Domingo,308,2008,0.7,Italy,3.75,"Blend-Forastero,Criollo",Dominican Republic,0,0
Majani,Ecuador,531,2010,0.7,Italy,2.0,Others,Ecuador,0,0
Malagasy (Chocolaterie Robert),Sambirano 2006,184,2007,0.75,Madagascar,2.75,Trinitario,Madagascar,0,1
Malagasy (Chocolaterie Robert),Mora Mora 2006,184,2007,0.73,Madagascar,3.5,Trinitario,Madagascar,0,1
Malagos,"Davao, Mt. Talamo foothills",1121,2013,0.65,Philippines,3.5,Trinitario,Philippines,1,1
Malie Kai (Guittard),"O'ahu, N. Shore, Waialua Estate w/ nibs",502,2010,0.55,U.S.A.,3.5,Others,Hawaii,1,0
Malie Kai (Guittard),"O'ahu, N. Shore, Waialua Estate",311,2009,0.55,U.S.A.,2.75,Blend,Hawaii,1,0
Malmo,Chuao,1856,2016,0.7,Sweden,3.0,Others,Venezuela,0,0
Mana,Ecuador,1446,2015,0.74,U.S.A.,2.5,Others,Ecuador,0,0
Mana,Peru,1219,2014,0.74,U.S.A.,2.5,Others,Peru,0,0
Mana,Venezuela,1219,2014,0.74,U.S.A.,2.75,Others,Venezuela,0,0
Mana,Conacado,821,2012,0.74,U.S.A.,3.75,Others,Dominican Republic,0,0
Manifesto Cacao,Colombia,1331,2014,0.7,Colombia,2.75,Others,Colombia,0,1
Manoa,Markham Valley,1522,2015,0.72,U.S.A.,3.5,Others,Papua New Guinea,0,0
Manoa,Coto Brus,1522,2015,0.72,U.S.A.,3.75,Others,Costa Rica,0,0
Manoa,"Waiahole, O'ahu",1089,2013,0.72,U.S.A.,3.75,Others,Hawaii,1,0
Manoa,"Liberia, #174",1003,2012,0.72,U.S.A.,3.25,Others,Liberia,1,0
Manoa,"Hamakua, Hawaiian Crown, #176",1007,2012,0.72,U.S.A.,2.75,Others,Hawaii,1,0
Manoa,Piura,1007,2012,0.72,U.S.A.,3.0,Others,Peru,0,0
Manoa,"Oahu, Winward, #151, Maunawili district",1007,2012,0.72,U.S.A.,3.25,Others,Hawaii,1,0
Manufaktura Czekolady,Johe,1844,2016,0.7,Poland,3.75,Others,Nicaragua,0,0
Manufaktura Czekolady,Peru,1848,2016,0.7,Poland,3.5,Others,Peru,0,0
Manufaktura Czekolady,Porcelana,1255,2014,0.7,Poland,3.75,Criollo,Venezuela,0,0
Manufaktura Czekolady,Kolumbia,1279,2014,0.85,Poland,3.5,Others,Colombia,0,0
Manufaktura Czekolady,Grand Cru Dominican Republic,871,2012,0.7,Poland,3.25,Others,Dominican Republic,0,0
Manufaktura Czekolady,Grand Cru Ghana,871,2012,0.7,Poland,3.5,Forastero,Ghana,0,0
Manufaktura Czekolady,Grand Cru Ecuador,875,2012,0.7,Poland,3.25,Others,Ecuador,0,0
Map Chocolate,"Ben Tre, Surprise Valley",1896,2016,0.75,U.S.A.,3.25,Trinitario,Vietnam,1,0
Map Chocolate,"ROIG, 2014",1474,2015,0.7,U.S.A.,3.5,"Criollo, Trinitario",Dominican Republic,1,0
Map Chocolate,"Maranon, 2014",1474,2015,0.62,U.S.A.,3.5,Forastero (Nacional),Peru,1,0
Map Chocolate,Ecuador,1478,2015,0.7,U.S.A.,3.5,Trinitario,Ecuador,0,0
Map Chocolate,"San Juan Estate, Cherry Blossoms at Night",1606,2015,0.7,U.S.A.,2.75,Trinitario,Trinidad,1,0
Map Chocolate,"A case of the Xerces Blues, triple roast",1606,2015,0.7,U.S.A.,3.5,Others,Nicaragua,1,0
Map Chocolate,"Tumbes, Dear Mr. Finley, 2014",1606,2015,0.68,U.S.A.,3.5,Criollo,Peru,1,0
Map Chocolate,Colombia,1610,2015,0.75,U.S.A.,2.75,Others,Colombia,0,0
Map Chocolate,"Kakoa Kamili, Both Man & Bird & Beast",1610,2015,0.72,U.S.A.,3.0,Others,Tanzania,1,0
Map Chocolate,Le Chocolat Chaud,1634,2015,0.78,U.S.A.,3.5,Others,Honduras,0,0
Marana,Piura,1872,2016,0.7,Peru,3.0,Others,Peru,0,1
Marana,Cusco,1884,2016,0.7,Peru,2.75,Others,Peru,0,1
Marana,San Martin,1884,2016,0.7,Peru,3.0,Others,Peru,0,1
Marigold's Finest,Cacao Nib Crunch,1808,2016,0.75,Canada,3.25,Others,Others,0,0
Marou,"Tan Phu Dong Island, Heart of Darkness",1650,2015,0.85,Vietnam,3.25,Trinitario,Vietnam,1,1
Marou,Ben Tre,1650,2015,0.68,Vietnam,3.5,Trinitario,Vietnam,0,1
Marou,"Dak Lak, Batch 2451",1650,2015,0.7,Vietnam,3.75,Trinitario,Vietnam,1,1
Marou,"Tan Phu Dong, Treasure Island",1149,2013,0.75,Vietnam,3.5,Trinitario,Vietnam,1,1
Marou,Ba Ria,845,2012,0.76,Vietnam,3.5,Trinitario,Vietnam,0,1
Marou,Dong Nai,845,2012,0.72,Vietnam,3.5,Trinitario,Vietnam,0,1
Marou,"Tien Giang, Gao Co-op",845,2012,0.7,Vietnam,3.5,Trinitario,Vietnam,1,1
Marou,Ben Tre,849,2012,0.78,Vietnam,3.5,Trinitario,Vietnam,0,1
Marou,Tien Giang,895,2012,0.8,Vietnam,3.0,Trinitario,Vietnam,0,1
Marou,Lam Dong,955,2012,0.74,Vietnam,3.5,Trinitario,Vietnam,0,1
Mars,"Matina 1-6, prototype",537,2010,0.65,U.S.A.,3.0,Others,Costa Rica,1,0
Mars,Ivory Coast,544,2010,0.65,U.S.A.,3.0,Others,Ivory Coast,0,0
Mars,Nigeria,544,2010,0.65,U.S.A.,3.25,Others,Nigeria,0,0
Mars,"Ghana, prototype",544,2010,0.65,U.S.A.,3.5,Forastero,Ghana,1,0
Marsatta,Dominican Republic,1189,2013,0.74,U.S.A.,2.25,Others,Dominican Republic,0,0
Marsatta,Dominican Republic,1189,2013,0.89,U.S.A.,2.5,Others,Dominican Republic,0,0
Martin Mayer,Alto Beni,1836,2016,0.76,Austria,2.75,Others,Bolivia,0,0
Martin Mayer,Pisa,1836,2016,0.82,Austria,3.0,Others,Haiti,0,0
Martin Mayer,Tumaco,1836,2016,0.74,Austria,3.25,Others,Colombia,0,0
Mast Brothers,Guatemala,1450,2015,0.76,U.S.A.,3.0,Others,Guatemala,0,0
Mast Brothers,Tanzania,1450,2015,0.74,U.S.A.,3.25,Others,Tanzania,0,0
Mast Brothers,French Laundry 20th Anniversary,1359,2014,0.75,U.S.A.,3.75,Blend,"Peru,Belize",1,0
Mast Brothers,Shake Shack,959,2012,0.73,U.S.A.,3.5,Blend,"Peru,Madagascar,Dominican Republic",1,0
Mast Brothers,Madagascar,999,2012,0.72,U.S.A.,2.5,Trinitario,Others,0,0
Mast Brothers,Chuao,999,2012,0.73,U.S.A.,2.75,Trinitario,Venezuela,0,0
Mast Brothers,Brooklyn Blend,672,2011,0.72,U.S.A.,3.5,Others,Others,1,0
Mast Brothers,"Chuao, Med. Roast",701,2011,0.76,U.S.A.,3.0,Trinitario,Venezuela,1,0
Mast Brothers,"Chuao, Dark Roast",709,2011,0.7,U.S.A.,3.0,Trinitario,Venezuela,1,0
Mast Brothers,"Chuao, Light Roast",713,2011,0.81,U.S.A.,2.75,Trinitario,Venezuela,1,0
Mast Brothers,Moho River,773,2011,0.7,U.S.A.,3.5,Trinitario,Belize,0,0
Mast Brothers,Papua New Guinea,777,2011,0.71,U.S.A.,2.75,Others,Papua New Guinea,0,0
Mast Brothers,San Martin,777,2011,0.75,U.S.A.,3.0,Others,Peru,0,0
Mast Brothers,Conacado,777,2011,0.73,U.S.A.,3.25,Others,Dominican Republic,0,0
Mast Brothers,"La Red de Guanconejo, N. Highlands coop",777,2011,0.74,U.S.A.,3.75,Others,Dominican Republic,1,0
